2026-04-13 08:29:20,103 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 02:13:25,850 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 02:13:25,851 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 02:13:25,878 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 02:13:26,086 | mcp.server.lowlevel.server | INFO | Processing request of type ListPromptsRequest
2026-05-06 02:13:26,091 | mcp.server.lowlevel.server | INFO | Processing request of type ListToolsRequest
2026-05-06 02:13:26,155 | mcp.server.lowlevel.server | INFO | Processing request of type ListResourcesRequest
2026-05-06 03:41:27,803 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 03:41:27,803 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 03:41:27,810 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 03:41:27,854 | mcp.server.lowlevel.server | INFO | Processing request of type ListPromptsRequest
2026-05-06 03:41:27,857 | mcp.server.lowlevel.server | INFO | Processing request of type ListToolsRequest
2026-05-06 03:41:27,863 | mcp.server.lowlevel.server | INFO | Processing request of type ListResourcesRequest
2026-05-06 07:00:53,010 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 07:00:53,010 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 07:00:53,032 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 07:00:53,215 | mcp.server.lowlevel.server | INFO | Processing request of type ListPromptsRequest
2026-05-06 07:00:53,218 | mcp.server.lowlevel.server | INFO | Processing request of type ListToolsRequest
2026-05-06 07:00:53,255 | mcp.server.lowlevel.server | INFO | Processing request of type ListResourcesRequest
2026-05-06 07:11:18,759 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 07:11:18,760 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 07:11:18,767 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 07:11:18,828 | mcp.server.lowlevel.server | INFO | Processing request of type ListPromptsRequest
2026-05-06 07:11:18,833 | mcp.server.lowlevel.server | INFO | Processing request of type ListToolsRequest
2026-05-06 07:11:18,843 | mcp.server.lowlevel.server | INFO | Processing request of type ListResourcesRequest
2026-05-06 07:55:58,266 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 07:55:58,266 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 07:55:58,277 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 07:55:58,331 | mcp.server.lowlevel.server | INFO | Processing request of type ListPromptsRequest
2026-05-06 07:55:58,335 | mcp.server.lowlevel.server | INFO | Processing request of type ListToolsRequest
2026-05-06 07:55:58,345 | mcp.server.lowlevel.server | INFO | Processing request of type ListResourcesRequest
2026-05-06 08:06:35,569 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 08:06:35,570 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 08:06:35,575 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 08:07:54,448 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 08:07:54,449 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 08:07:54,455 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 08:16:51,367 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 08:16:51,367 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 08:16:51,373 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 08:16:51,419 | mcp.server.lowlevel.server | INFO | Processing request of type ListPromptsRequest
2026-05-06 08:16:51,422 | mcp.server.lowlevel.server | INFO | Processing request of type ListToolsRequest
2026-05-06 08:16:51,430 | mcp.server.lowlevel.server | INFO | Processing request of type ListResourcesRequest
2026-05-06 08:47:37,737 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 08:47:37,737 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 08:47:37,743 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 08:49:40,940 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 08:49:40,940 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 08:49:40,946 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 09:01:12,051 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 09:01:12,051 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 09:01:12,057 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 09:05:14,587 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 09:05:14,587 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 09:05:14,593 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 09:18:56,727 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 09:18:56,727 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 09:18:56,733 | gemini_media_gen | INFO | start gemini media mcp server...
2026-05-06 09:22:54,588 | gemini_media_gen | INFO | --- Log level set to INFO ---
2026-05-06 09:22:54,589 | gemini_media_gen | INFO | --- Logging to file: gemini_media_gen.log ---
2026-05-06 09:22:54,595 | gemini_media_gen | INFO | start gemini media mcp server...
